id,name,comments,sentiment
198,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,我看了评论华为的p40pro也是发热烫手，这尼玛没得选啊,0.10465089888417656
199,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,那好说，你就当这个版本不存在，同链接8+256，5288,0.3237998787943245
200,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,双11  4500在望,0.13712234232742548
201,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,全部小米10都是这样~~~没事为发烧而生~~~,0.9753333128656506
202,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,不管什么手机，都5000块了，128太小了,0.29602036962912825
203,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,那么在哪里能买到呢？,0.50869658578484
204,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,同事买的那台也这样，放着都感觉烫,0.30024889494041673
205,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,12g什么时候能到5000啊,0.7122984518944286
206,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,麒麟绝唱制作够不够？不止难抢，官方还要加价呢,0.984531461844977
207,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,我觉得mate40打不过10u,0.32193684157878666
208,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,各家超大杯都差不多,0.7338209253250227
209,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,华为？？？三星？？？？苹果？？？？？,0.0026970616112925727
210,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,渠道可零售，一件代发你不知道？,0.05835687738538298
211,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,银色版现在京东一直可以下单，只是采购中，要等几天，但是可以随便买了，说明卖不动了，小米就只有趁mate40和iphone12发布前这段时间打下时间差，多骗点米粉钱，等上面两个一发布更卖不动了,0.0009531341785453673
212,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,12+256刚到手，发热明显，有没有一样的老铁……,0.4743039478815948
213,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,货都没有怎么开，黄牛那儿买来低价出,0.1795326847711064
214,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,这届的造型，根本没有任何购买欲望。,0.9355044230426713
215,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,快把它拉下神坛,0.8516859617629343
216,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,又烫又重，已经退了。。,0.04530136195434287
217,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,5000块都还是128gb有点说不过去,0.27414029575326115
218,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,明年双十一？,0.890142453148024
219,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,渠道价又不是市场售价。,0.9002337341422393
220,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,多多会迟到，但多多永远不会缺席。,0.9727137330874904
221,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,小米手机全国联保……,0.9555827598410815
222,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,12+256直接5688,0.4737672181921908
223,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,木有免息，三方品质售后不知道咋样,0.03265595531432974
224,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,大家都快没芯片了。。。。赶紧出纪念版吧,0.20514398115452204
225,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,苏宁不香？,0.9112201583625598
226,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,渠道价早就跌破五千了,0.6169015149606256
227,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,1999 k30u 8512 多多什么时候开？,0.9293815837387664
228,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,多多出手了,0.6018034771877832
229,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,多多赶紧上k30u,0.4416088387018392
